date,url,domain,keywords,context,ngram
2024-05-01T00:01:00.000Z,https://k945.com/ixp/33/p/cruise-line-cancels-trip-after-boarding-what-would-you-do/,k945.com,['uncertainty'],all. We expect a certain amount of uncertainty in our travels. That's why there is,uncertainty
2024-05-01T00:01:00.000Z,https://techstory.in/australian-budget-airline-bonza-suspends-all-flights-customers-stranded/,techstory.in,['uncertainty'],"reasons behind its failure, passengers grapple with uncertainty about their travel arrangements and refunds. The",uncertainty
2024-05-01T00:01:00.000Z,https://www.newswise.com/articles/illinois-researchers-develop-an-ai-model-to-reduce-uncertainty-in-evapotranspiration-prediction,www.newswise.com,['uncertainty'],"original data. Overall, DyLEMa reduced ET prediction uncertainty in cumulated ET estimates from an average",uncertainty
2024-05-01T00:01:00.000Z,https://www.chiangraitimes.com/news/april-headline-inflation-decelerates/,www.chiangraitimes.com,['uncertainty'],"that recent geopolitical events have also added uncertainty regarding their outlook. As well, the upcoming",uncertainty
2024-05-01T00:01:00.000Z,https://goodmenproject.com/featured-content/climate-change-is-rewiring-fish-brains-and-probably-ours-too/,goodmenproject.com,['uncertainty'],useful vibrations. The researchers didn't know. The uncertainty with the otoliths led Hong and his,uncertainty
2024-05-01T00:01:00.000Z,https://www.channelnewsasia.com/business/chinese-tech-giant-huawei-profit-surges-564-biting-apple-sales-4303561,www.channelnewsasia.com,['uncertainty'],"and global markets will remain rife with uncertainty for the rest of 2024."" ""We are",uncertainty
2024-05-01T00:01:00.000Z,https://jcpost.com/posts/8b58c987-1774-4987-beb7-16baae92142b,jcpost.com,['uncertainty'],"EPA proposal last year could introduce ""regulatory uncertainty and confusion"" with existing exposure limits set",uncertainty
2024-05-01T00:01:00.000Z,https://www.wfmj.com/story/50735773/us-judges-have-rejected-a-map-that-would-have-given-louisiana-a-new-majority-black-house-district,www.wfmj.com,['uncertainty'],"panel of three federal judges, fueling new uncertainty about district boundaries as the state prepares",uncertainty
2024-05-01T00:01:00.000Z,https://www.wfmj.com/story/50735773/us-judges-have-rejected-a-map-that-would-have-given-louisiana-a-new-majority-black-house-district,www.wfmj.com,['uncertainty'],"is likely. Meanwhile, the ruling means continued uncertainty over what the November election map will",uncertainty
2024-05-01T00:01:00.000Z,https://www.mankatofreepress.com/news/state_national_news/trump-says-states-should-decide-on-prosecuting-women-for-abortions-has-no-comment-on-abortion/article_bad7a95a-d368-5f5d-9c05-3caa0bba8348.html,www.mankatofreepress.com,['uncertainty'],the abortion pill has been thrown into uncertainty amid a legal battle that's made its,uncertainty
2024-05-01T00:01:00.000Z,https://k945.com/ixp/33/p/cruise-line-cancels-trip-after-boarding-what-would-you-do/,k945.com,['uncertainty'],of the certainties about traveling is the uncertainty of it all. We expect a certain,uncertainty
2024-05-01T00:01:00.000Z,https://www.newswise.com/articles/illinois-researchers-develop-an-ai-model-to-reduce-uncertainty-in-evapotranspiration-prediction/?ad2f=1&aid=810447,www.newswise.com,['uncertainty'],"original data. Overall, DyLEMa reduced ET prediction uncertainty in cumulated ET estimates from an average",uncertainty
2024-05-02T00:01:00.000Z,https://www.grandforksgazette.ca/news/new-short-term-rental-rules-will-hurt-tourism-bc-business-owner-7352356,www.grandforksgazette.ca,['uncertainty'],"was concern, there were questions, there was uncertainty and there are a lot of those",uncertainty
2024-05-02T00:01:00.000Z,https://mycolumbuspower.com/4296716/settlement-reached-for-evacuated-tenants-of-latitude-five25/,mycolumbuspower.com,['uncertainty'],difficulties of the prolonged displacement and the uncertainty surrounding the current state of the building.,uncertainty
2024-05-02T00:01:00.000Z,https://www.thv11.com/article/news/nation-world/epa-bans-consumer-use-of-toxic-chemical-paint-stripper-known-to-cause-cancer/507-8a8205c7-b9cd-4b0a-9662-57ccb7fe5514,www.thv11.com,['uncertainty'],"EPA proposal last year could introduce ""regulatory uncertainty and confusion"" with existing exposure limits set",uncertainty
2024-05-02T00:01:00.000Z,https://www.krwg.org/national-news/2024-05-01/arizona-lawmakers-vote-by-a-narrow-margin-to-repeal-civil-war-era-abortion-ban,www.krwg.org,['uncertainty'],"repeal effective immediately, meaning there could be uncertainty for months about whether it can still",uncertainty
2024-05-02T00:01:00.000Z,https://www.terracestandard.com/news/new-short-term-rental-rules-will-hurt-tourism-bc-business-owner-7352356,www.terracestandard.com,['uncertainty'],"was concern, there were questions, there was uncertainty and there are a lot of those",uncertainty
2024-05-02T00:01:00.000Z,https://www.actionforex.com/articles/forex-trading/155966-a-look-at-the-us-employment-situation-report/,www.actionforex.com,['uncertainty'],to the release is when the market's uncertainty is at its highest. Traders have no,uncertainty
2024-05-02T00:01:00.000Z,https://www.cranbrooktownsman.com/news/new-short-term-rental-rules-will-hurt-tourism-bc-business-owner-7352356,www.cranbrooktownsman.com,['uncertainty'],"was concern, there were questions, there was uncertainty and there are a lot of those",uncertainty
2024-05-02T00:01:00.000Z,https://tribalcollegejournal.org/in-the-face-of-adversity-how-navajo-technical-university-strengthened-tribal-communities-during-the-pandemic/,tribalcollegejournal.org,['uncertainty'],contributing to heightened levels of anxiety and uncertainty among Navajo individuals. The shift to remote,uncertainty
2024-05-02T00:01:00.000Z,https://tribalcollegejournal.org/in-the-face-of-adversity-how-navajo-technical-university-strengthened-tribal-communities-during-the-pandemic/,tribalcollegejournal.org,['uncertainty'],"challenges, creating an atmosphere of anxiety and uncertainty among our people. Navigating these times required",uncertainty
2024-05-02T00:01:00.000Z,https://tribalcollegejournal.org/in-the-face-of-adversity-how-navajo-technical-university-strengthened-tribal-communities-during-the-pandemic/,tribalcollegejournal.org,['uncertainty'],"within Navajo communities created an atmosphere of uncertainty and anxiety that exists to this day,",uncertainty
2024-05-02T00:01:00.000Z,https://lakeshowlife.com/posts/fellow-klutch-client-prediction-lebron-fate-lakers,lakeshowlife.com,['uncertainty'],"... I think there's a lot of uncertainty coming out of that organization."" These are",uncertainty
2024-05-02T00:01:00.000Z,https://www.actionforex.com/articles/trading-psychology/117586-trading-plans-a-forex-traders-friend/,www.actionforex.com,['uncertainty'],you can turn to in times of uncertainty such as price just missing your target,uncertainty
2024-05-02T00:01:00.000Z,https://www.saltlakecitysun.com/news/274331294/mace-security-international-inc-announces-manufacturing-co-branding-and-co-marketing-agreement-with-triple4s-safety-llc,www.saltlakecitysun.com,['uncertainty'],"consider all such factors. Because of the uncertainty inherent in such forward-looking statements, you should",uncertainty
2024-05-02T00:01:00.000Z,https://www.wclk.com/2024-05-01/arizona-lawmakers-vote-by-a-narrow-margin-to-repeal-civil-war-era-abortion-ban,www.wclk.com,['uncertainty'],"repeal effective immediately, meaning there could be uncertainty for months about whether it can still",uncertainty
2024-05-02T00:01:00.000Z,https://www.wkyt.com/2024/05/01/new-agreement-reached-ky-county-after-contentious-negotiations-ems-service/,www.wkyt.com,['uncertainty'],"leadership. We have a good relationship. That uncertainty was a bit burdensome,"" said Somerset Mayor",uncertainty
